CustomerID,total_spending,total_transactions,total_quantity,avg_product_price,tenure_months,recency_days,coupon_usage_rate,tech_buyer_flag,avg_basket_size,high_spender,potential_watch_buyer,prediction,prediction_probability
12838,4323.49,59,483.0,39.61508474576271,31,360,0.3389830508474576,1,8.186440677966102,1,1,1,0.919531057404613
17581,5075.13,64,104.0,64.62734375,25,122,0.390625,1,1.625,1,1,1,0.9166461518226167
18043,4792.0,64,280.0,48.20578125,18,275,0.390625,1,4.375,1,1,1,0.9160414145204981
14135,5033.0199999999995,70,199.0,40.111,21,113,0.38571428571428573,1,2.842857142857143,1,1,1,0.9149935060548727
17126,6308.68,63,328.0,43.70746031746032,32,240,0.30158730158730157,1,5.2063492063492065,1,1,1,0.9132986068412429
16520,7195.6,60,184.0,64.72516666666667,37,259,0.4,1,3.066666666666667,1,1,1,0.9125906074794012
17230,6145.36,60,101.0,71.7335,29,19,0.5,1,1.6833333333333333,1,1,1,0.9093994780871096
17450,2537.56,74,267.0,22.076756756756758,17,136,0.47297297297297297,1,3.608108108108108,0,0,1,0.9085023855215714
14549,6711.04,56,445.0,47.188750000000006,22,23,0.3392857142857143,1,7.946428571428571,1,1,1,0.9039397590017899
12625,5886.88,58,186.0,67.67844827586207,26,15,0.39655172413793105,1,3.206896551724138,1,1,1,0.9025925504118939
17675,5087.36,61,267.0,52.97262295081967,17,27,0.4098360655737705,1,4.377049180327869,1,1,1,0.9021127590470027
17243,5805.63,64,107.0,63.761875,9,87,0.328125,1,1.671875,1,1,1,0.9019974617459638
12481,10068.55,46,757.0,37.288695652173914,49,151,0.2826086956521739,1,16.456521739130434,1,1,1,0.9019551427716999
16409,5066.26,48,118.0,96.73708333333333,45,58,0.3333333333333333,1,2.4583333333333335,1,1,1,0.8972102687712764
17976,5099.72,65,165.0,55.55876923076924,12,341,0.3230769230769231,1,2.5384615384615383,1,1,1,0.8970645768646858
16422,4306.18,53,483.0,47.47056603773585,35,24,0.24528301886792453,1,9.11320754716981,1,1,1,0.8913498487504766
15687,5393.02,45,430.0,74.53777777777778,20,24,0.26666666666666666,1,9.555555555555555,1,1,1,0.8906948177783444
18245,7692.95,55,86.0,86.90109090909091,5,33,0.2727272727272727,1,1.5636363636363637,1,1,1,0.8906258871160814
16719,5588.96,60,236.0,54.4455,40,163,0.4,1,3.933333333333333,1,1,1,0.8898279281243777
12872,3794.47,66,290.0,35.85075757575758,20,115,0.4090909090909091,1,4.393939393939394,0,0,1,0.8873739496700523
13983,10308.199999999999,50,561.0,45.912200000000006,30,109,0.36,1,11.22,1,1,1,0.8816222715635765
14449,6049.35,50,406.0,61.369800000000005,39,340,0.42,1,8.12,1,1,1,0.8798345479852622
14657,5420.82,62,251.0,50.777419354838706,2,109,0.43548387096774194,1,4.048387096774194,1,1,1,0.8796657157985123
12764,5447.88,45,217.0,93.79866666666666,25,55,0.3333333333333333,1,4.822222222222222,1,1,1,0.87935665287172
12540,4120.18,64,310.0,36.42703125,25,21,0.28125,1,4.84375,1,1,1,0.874752149136237
14572,5319.2,58,109.0,69.90724137931035,43,96,0.29310344827586204,1,1.8793103448275863,1,1,1,0.8739351645781982
13155,5651.38,62,163.0,58.39096774193549,8,114,0.2903225806451613,1,2.629032258064516,1,1,1,0.8691464731968388
17530,5275.09,63,241.0,45.70317460317461,28,253,0.2857142857142857,1,3.8253968253968256,1,1,1,0.8660037888181953
18109,3366.29,72,114.0,37.947361111111114,9,105,0.2916666666666667,1,1.5833333333333333,0,0,1,0.8659842425315012
15460,6221.18,58,274.0,57.0298275862069,4,173,0.3448275862068966,1,4.724137931034483,1,1,1,0.8657818764015773
16684,5613.14,57,134.0,67.48561403508772,43,14,0.3508771929824561,1,2.3508771929824563,1,1,1,0.8625958662077153
17596,4398.73,60,338.0,41.25533333333333,38,298,0.36666666666666664,1,5.633333333333334,1,1,1,0.8625703757656067
16244,5300.43,63,90.0,59.50412698412699,36,345,0.3968253968253968,1,1.4285714285714286,1,1,1,0.8616802737139988
15296,6875.67,61,211.0,48.64885245901639,40,112,0.3770491803278688,1,3.459016393442623,1,1,1,0.8484617007912292
17507,5717.79,45,57.0,105.19955555555555,25,11,0.35555555555555557,1,1.2666666666666666,1,1,1,0.8441471379997709
14544,4472.32,57,510.0,32.213508771929824,6,230,0.40350877192982454,1,8.947368421052632,1,1,1,0.8434257079938874
17908,5277.77,57,191.0,64.99140350877194,15,361,0.2807017543859649,1,3.3508771929824563,1,1,1,0.8413017886145828
14769,5174.86,59,80.0,67.55525423728814,26,102,0.423728813559322,1,1.3559322033898304,1,1,1,0.8399779347180917
13842,6915.38,55,562.0,30.360545454545452,5,12,0.36363636363636365,1,10.218181818181819,1,1,1,0.8382640454319991
15898,4591.7699999999995,64,73.0,57.04328125,27,284,0.296875,1,1.140625,1,1,1,0.8362619900501018
17431,6629.53,43,164.0,100.92000000000002,7,36,0.32558139534883723,1,3.813953488372093,1,1,1,0.8362502737544748
15919,4197.7,49,401.0,61.15102040816327,24,300,0.2857142857142857,1,8.183673469387756,1,1,1,0.8356608686276491
16873,2919.35,70,200.0,30.617857142857144,6,175,0.2714285714285714,1,2.857142857142857,0,0,1,0.8300462167913852
15058,5965.93,61,96.0,61.95459016393443,8,28,0.3114754098360656,1,1.5737704918032787,1,1,1,0.8264306137253464
16745,5324.03,58,90.0,66.43293103448275,29,1,0.29310344827586204,1,1.5517241379310345,1,1,1,0.818651575557488
13659,4186.96,62,113.0,57.483225806451614,8,85,0.24193548387096775,1,1.8225806451612903,1,1,1,0.8174533361826629
16477,4577.4,59,129.0,57.10254237288136,50,81,0.3389830508474576,1,2.1864406779661016,1,1,1,0.8155331971969353
13013,4566.13,66,157.0,43.13590909090909,13,331,0.25757575757575757,1,2.378787878787879,1,1,1,0.8120815128397194
15910,5875.31,42,302.0,85.70023809523809,8,53,0.38095238095238093,1,7.190476190476191,1,1,1,0.806035445481778
13764,3984.48,69,98.0,39.05173913043478,14,154,0.2318840579710145,1,1.4202898550724639,1,1,1,0.7949660802695749
15021,3540.88,57,538.0,20.975614035087716,35,276,0.3333333333333333,1,9.43859649122807,0,0,1,0.7934404262509889
13838,6430.07,52,185.0,72.80076923076923,5,323,0.34615384615384615,1,3.5576923076923075,1,1,1,0.7835931692687734
15339,5241.87,41,70.0,103.48926829268294,47,69,0.5853658536585366,1,1.7073170731707317,1,1,1,0.7810286665876408
17180,5982.82,55,202.0,57.952000000000005,35,45,0.32727272727272727,1,3.672727272727273,1,1,1,0.7804686248739406
15661,1372.0,5,8.0,203.0,24,60,0.4,1,1.6,0,0,1,0.7776106027525976
12474,6791.9400000000005,36,225.0,104.33722222222222,17,60,0.4166666666666667,1,6.25,1,1,1,0.7756971083949643
16705,3082.83,60,313.0,35.49083333333333,18,23,0.35,1,5.216666666666667,0,0,1,0.7741153764528554
17576,6054.25,44,312.0,75.28159090909091,23,103,0.2727272727272727,1,7.090909090909091,1,1,1,0.7699890385833511
15518,3901.9500000000003,66,147.0,39.15984848484849,7,69,0.2878787878787879,1,2.227272727272727,0,0,1,0.7685293830588638
17967,4619.96,48,328.0,66.47791666666667,6,333,0.375,1,6.833333333333333,1,1,1,0.7683757455470752
14501,935.0,4,5.0,204.0,20,80,0.5,1,1.25,0,0,1,0.7563787846084887
17105,5001.66,38,64.0,111.82973684210526,38,1,0.2894736842105263,1,1.6842105263157894,1,1,1,0.7562609950084973
18239,5893.31,52,140.0,71.59211538461538,20,34,0.28846153846153844,1,2.6923076923076925,1,1,1,0.754436845507581
15012,5217.74,54,184.0,60.916666666666664,42,356,0.25925925925925924,1,3.4074074074074074,1,1,1,0.7502819190845499
14506,6168.09,49,133.0,77.80816326530612,34,307,0.5102040816326531,1,2.7142857142857144,1,1,1,0.748891933999689
16270,4202.3,54,303.0,47.20333333333333,37,172,0.3333333333333333,1,5.611111111111111,1,1,1,0.7420671115969247
16558,3506.83,63,101.0,45.23603174603174,35,80,0.3333333333333333,1,1.6031746031746033,0,0,1,0.7413224667437813
18223,4402.1,59,148.0,48.46762711864407,44,87,0.4067796610169492,1,2.5084745762711864,1,1,1,0.7370027463073691
12867,3433.81,58,307.0,37.31896551724138,32,212,0.27586206896551724,1,5.293103448275862,0,0,1,0.733109309117286
13668,4401.14,61,113.0,50.358688524590164,15,12,0.29508196721311475,1,1.8524590163934427,1,1,1,0.7284883530148689
14810,4559.73,55,279.0,46.785090909090904,21,3,0.4,1,5.072727272727272,1,1,1,0.7280797954456417
16029,5099.61,52,142.0,66.24480769230769,40,5,0.28846153846153844,1,2.730769230769231,1,1,1,0.7249277358382608
14659,5706.57,50,116.0,73.5408,42,42,0.28,1,2.32,1,1,1,0.720489665543727
14395,3516.59,63,116.0,44.79380952380953,4,142,0.36507936507936506,1,1.8412698412698412,0,0,1,0.7016688179139812
14092,2756.5,61,194.0,36.35245901639344,41,88,0.3442622950819672,1,3.180327868852459,0,0,1,0.6958426034336388
15024,4556.17,48,656.0,25.627708333333334,9,279,0.375,1,13.666666666666666,1,1,1,0.686138731512421
16333,605.49,2,6.0,202.845,41,15,0.0,1,3.0,0,0,1,0.6816637738958731
16767,6433.58,50,100.0,73.2738,29,51,0.34,1,2.0,1,1,1,0.6759488953967764
15033,3080.57,64,193.0,31.365,10,121,0.265625,1,3.015625,0,0,1,0.6642305558183942
16496,5839.56,41,74.0,99.73560975609756,16,56,0.21951219512195122,1,1.8048780487804879,1,1,1,0.662217642465382
15448,5141.87,28,54.0,130.95642857142857,24,34,0.5357142857142857,1,1.9285714285714286,1,1,1,0.659180972915097
13124,4320.82,61,76.0,51.31065573770491,4,204,0.29508196721311475,1,1.2459016393442623,1,1,1,0.6554272215336205
18202,4726.2,23,457.0,103.38,18,23,0.391304347826087,1,19.869565217391305,1,1,1,0.6533108732575318
15532,5998.46,50,92.0,73.0708,23,193,0.34,1,1.84,1,1,1,0.6382732479056679
14062,5324.78,44,232.0,72.98522727272727,18,94,0.45454545454545453,1,5.2727272727272725,1,1,1,0.6370617026810196
15797,199.0,1,1.0,199.0,27,75,1.0,1,1.0,0,0,1,0.63383267640175
12782,4043.71,55,171.0,52.13545454545454,19,64,0.2909090909090909,1,3.109090909090909,1,1,1,0.6315515101965021
12502,5118.8099999999995,31,117.0,115.21354838709676,23,15,0.45161290322580644,1,3.774193548387097,1,1,1,0.6248583441155015
12431,5600.17,44,57.0,90.89318181818182,14,40,0.3181818181818182,1,1.2954545454545454,1,1,1,0.6219036058826962
14849,4849.31,52,219.0,50.62980769230769,45,58,0.28846153846153844,1,4.211538461538462,1,1,1,0.6216545384754016
16503,4309.42,53,322.0,39.40905660377358,29,125,0.32075471698113206,1,6.0754716981132075,1,1,1,0.6151444572022188
13725,4732.92,41,50.0,94.46439024390244,48,8,0.24390243902439024,1,1.2195121951219512,1,1,1,0.6151403434805993
17404,4399.71,48,101.0,76.42999999999999,11,44,0.2916666666666667,1,2.1041666666666665,1,1,1,0.6133403276267361
16255,4295.25,60,104.0,47.538333333333334,7,167,0.2833333333333333,1,1.7333333333333334,1,1,1,0.6130766986938493
13078,4062.7999999999997,53,368.0,34.311509433962264,28,51,0.3018867924528302,1,6.943396226415095,1,1,1,0.6122699263785345
14189,4695.25,47,357.0,52.5404255319149,7,66,0.3829787234042553,1,7.595744680851064,1,1,1,0.6096264150091975
12647,3881.73,52,215.0,52.56961538461538,28,188,0.3076923076923077,1,4.134615384615385,0,0,1,0.6018426312276589
15281,3531.2400000000002,55,248.0,39.56909090909091,36,87,0.38181818181818183,1,4.509090909090909,0,0,1,0.5999346902396094
13551,1041.19,4,5.0,190.5475,46,76,0.25,1,1.25,0,0,1,0.5979746166702107
12842,2785.79,14,18.0,164.32785714285714,27,8,0.5714285714285714,1,1.2857142857142858,0,0,1,0.5935895257364043
15938,1342.0,5,8.0,189.0,34,96,0.2,1,1.6,0,0,1,0.5870254373060813
16670,3475.8,52,277.0,42.424807692307695,48,108,0.25,1,5.326923076923077,0,0,1,0.5853576449839646
17672,4878.26,41,55.0,92.28073170731707,39,13,0.34146341463414637,1,1.3414634146341464,1,1,1,0.5794920851180279
13982,4164.11,52,180.0,55.83115384615384,13,111,0.3269230769230769,1,3.4615384615384617,1,1,1,0.5751434662369571
14779,8521.199999999999,35,643.0,50.05942857142857,17,89,0.3142857142857143,1,18.37142857142857,1,1,1,0.5740052537889793
14534,4912.87,29,85.0,122.9844827586207,14,69,0.20689655172413793,1,2.9310344827586206,1,1,1,0.5736767960051873
16402,5175.15,57,163.0,43.80736842105263,31,310,0.2807017543859649,1,2.8596491228070176,1,1,1,0.568749434154671
15078,4424.63,56,165.0,47.39732142857143,6,76,0.375,1,2.9464285714285716,1,1,1,0.5679110976211883
17860,3217.7599999999998,58,109.0,42.59379310344828,49,297,0.41379310344827586,1,1.8793103448275863,0,0,1,0.5510262450389561
15157,2870.33,56,124.0,46.378750000000004,43,186,0.23214285714285715,1,2.2142857142857144,0,0,1,0.5381241800718028
17863,3988.27,48,53.0,69.39208333333333,50,20,0.3333333333333333,1,1.1041666666666667,1,1,1,0.510335341971257
16985,3897.39,33,543.0,61.3890909090909,5,19,0.42424242424242425,1,16.454545454545453,0,0,1,0.5034750767320677
13030,2046.06,60,226.0,23.882,39,291,0.38333333333333336,1,3.7666666666666666,0,0,1,0.5006386127224013
